"French Defense, Alekhine-Chatard Attack"," 1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Be7 5.e5 Nfd7 6.h4","C13","48.3%","30.3%","21.4%"
"French Defense, Alekhine-Chatard Attack, Albin-Chatard Gambit"," 1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Be7 5.e5 Nfd7 6.h4 Bxg5 7.hxg5 Qxg5","C13","31.3%","46.3%","22.4%"
"French Defense, Alekhine-Chatard Attack, Breyer Variation"," 1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Be7 5.e5 Nfd7 6.h4 c5","C13","28.8%","50.9%","20.3%"
"French Defense, Alekhine-Chatard Attack, Maroczy Variation"," 1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Be7 5.e5 Nfd7 6.h4 a6","C13","23.3%","56.4%","20.3%"
"French Defense, Alekhine-Chatard Attack, Spielmann Variation"," 1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Be7 5.e5 Nfd7 6.h4 O-O","C13","32.4%","43.9%","23.6%"
"French Defense, Chigorin Variation"," 1.e4 e6 2.Qe2","C00","43.3%","29.7%","27.0%"
"French Defense, Classical Variation, Alapin Variation"," 1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Be7 5.e5 Nfd7 6.Bxe7 Qxe7 7.Nb5","C14","52.8%","24.5%","22.8%"
"French Defense, Classical Variation, Burn Variation"," 1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 dxe4","C11","23.2%","32.7%","44.0%"
"French Defense, Classical Variation, Burn Variation, Main Line"," 1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 dxe4 5.Nxe4 Be7 6.Bxf6 Bxf6 7.Nf3 O-O","C11","20.9%","43.8%","35.3%"
"French Defense, Classical Variation, Burn Variation, Morozevich Line"," 1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 dxe4 5.Nxe4 Be7 6.Bxf6 gxf6","C11","29.8%","33.0%","37.3%"
"French Defense, Classical Variation, Delayed Exchange Variation"," 1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.exd5","C11","31.2%","32.5%","36.3%"
"French Defense, Classical Variation, General Variation"," 1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Be7 5.e5 Nfd7 6.Bxe7 Qxe7","C14","37.6%","37.6%","24.9%"
"French Defense, Classical Variation, Normal Variation"," 1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Be7","C13","36.7%","33.3%","29.9%"
"French Defense, Classical Variation, Pollock Variation"," 1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Be7 5.e5 Nfd7 6.Bxe7 Qxe7 7.Qg4","C14","44.9%","30.7%","24.4%"
"French Defense, Classical Variation, Richter Attack"," 1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Be7 5.Bxf6","C13","42.0%","38.4%","19.6%"
"French Defense, Classical Variation, Richter Attack"," 1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Be7 5.Bxf6 Bxf6 6.e5 Be7 7.Qg4","C13","39.8%","46.0%","14.2%"
"French Defense, Classical Variation, Rubinstein Variation"," 1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Be7 5.e5 Nfd7 6.Bxe7 Qxe7 7.Qd2","C14","48.1%","29.7%","22.2%"
"French Defense, Classical Variation, Steinitz Variation"," 1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.e5","C11","41.5%","34.5%","24.0%"
"French Defense, Classical Variation, Steinitz Variation"," 1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Be7 5.e5 Nfd7 6.Bxe7 Qxe7 7.f4","C14","42.5%","27.2%","30.3%"
"French Defense, Classical Variation, Swiss Variation"," 1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bd3","C11","40.1%","32.3%","27.6%"
"French Defense, Classical Variation, Tartakower Variation"," 1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Be7 5.e5 Ne4","C13","20.6%","44.1%","35.2%"
"French Defense, Exchange Variation"," 1.e4 e6 2.d4 d5 3.exd5","C01","24.6%","34.5%","41.0%"
"French Defense, Exchange Variation, Monte Carlo Variation"," 1.e4 e6 2.d4 d5 3.exd5 exd5 4.c4","C01","37.0%","32.7%","30.4%"
"French Defense, Exchange Variation, Svenonius Variation"," 1.e4 e6 2.d4 d5 3.exd5 exd5 4.Nc3 Nf6 5.Bg5","C01","27.5%","29.9%","42.6%"
"French Defense, General"," 1.e4 e6","C00","38.1%","40.0%","22.0%"
"French Defense, Horwitz Attack"," 1.e4 e6 2.b3","C00","39.5%","36.3%","24.2%"
"French Defense, Horwitz Attack, Papa-Ticulat Gambit"," 1.e4 e6 2.b3 d5 3.Bb2","C00","42.4%","32.1%","25.6%"
"French Defense, King's Indian Attack"," 1.e4 e6 2.d3","C00","40.5%","31.2%","28.3%"
"French Defense, Knight Variation"," 1.e4 e6 2.Nf3","C00","27.2%","51.5%","21.3%"
"French Defense, La Bourdonnais Variation"," 1.e4 e6 2.f4","C00","38.7%","37.5%","23.7%"
"French Defense, MacCutcheon Variation"," 1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Bb4","C12","41.5%","32.1%","26.4%"
"French Defense, MacCutcheon Variation, Chigorin Variation"," 1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Bb4 5.e5 h6 6.exf6","C12","28.9%","43.3%","27.9%"
"French Defense, MacCutcheon Variation, Dr. Olland (Dutch) Variation"," 1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Bb4 5.e5 h6 6.Bc1","C12","46.7%","25.6%","27.6%"
"French Defense, MacCutcheon Variation, Exchange Variation"," 1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Bb4 5.exd5","C12","40.8%","27.1%","32.1%"
"French Defense, MacCutcheon Variation, Janowski Variation"," 1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Bb4 5.e5 h6 6.Be3","C12","48.1%","28.8%","23.1%"
"French Defense, MacCutcheon Variation, Lasker Variation"," 1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Bb4 5.e5 h6 6.Bd2 Bxc3 7.bxc3 Ne4 8.Qg4 g6","C12","29.9%","38.2%","31.9%"
"French Defense, MacCutcheon Variation, Lasker Variation"," 1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Bb4 5.e5 h6 6.Bd2 Bxc3","C12","35.6%","35.8%","28.6%"
"French Defense, MacCutcheon Variation, Wolf Gambit"," 1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Bb4 5.Ne2","C12","38.2%","32.0%","29.8%"
"French Defense, Normal Variation"," 1.e4 e6 2.d4","C00","52.3%","29.6%","18.1%"
"French Defense, Normal Variation"," 1.e4 e6 2.d4 d5 3.Nc3","C10","40.4%","27.8%","31.8%"
"French Defense, Pelikan Variation"," 1.e4 e6 2.Nc3 d5 3.f4","C00","38.1%","30.5%","31.4%"
"French Defense, Queen's Knight"," 1.e4 e6 2.Nc3","C00","29.3%","51.4%","19.3%"
"French Defense, Reti-Spielmann Attack"," 1.e4 e6 2.g3","C00","29.9%","45.9%","24.2%"
"French Defense, Rubinstein Variation"," 1.e4 e6 2.d4 d5 3.Nc3 dxe4","C10","17.6%","54.0%","28.4%"
"French Defense, Rubinstein Variation, Blackburne Defense"," 1.e4 e6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nd7","C10","17.9%","43.1%","39.0%"
"French Defense, Rubinstein Variation, Fort Knox Variation"," 1.e4 e6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Bd7 5.Nf3 Bc6","C10","18.3%","43.9%","37.8%"
"French Defense, Rubinstein Variation, Maric Variation"," 1.e4 e6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Qd5","C10","25.7%","44.7%","29.6%"
"French Defense, Schlechter Variation"," 1.e4 e6 2.d4 d5 3.Bd3","C00","38.3%","33.6%","28.0%"
"French Defense, Steinitz Attack"," 1.e4 e6 2.e5","C00","36.7%","38.8%","24.5%"
"French Defense, Steinitz Variation"," 1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.e5 Nfd7 5.f4 c5 6.Nf3","C11","39.0%","31.7%","29.3%"
"French Defense, Steinitz Variation, Boleslavsky Variation"," 1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.e5 Nfd7 5.f4 c5 6.Nf3 Nc6 7.Be3","C11","41.0%","27.6%","31.4%"
"French Defense, Tarrasch Variation"," 1.e4 e6 2.d4 d5 3.Nd2","C03","48.1%","23.0%","28.9%"
"French Defense, Tarrasch Variation, Botvinnik Variation"," 1.e4 e6 2.d4 d5 3.Nd2 Nf6 4.e5 Nfd7 5.Bd3 c5 6.c3 b6","C05","26.5%","43.0%","30.5%"
"French Defense, Tarrasch Variation, Chistyakov Defense"," 1.e4 e6 2.d4 d5 3.Nd2 c5 4.exd5 Qxd5","C07","23.4%","33.7%","42.9%"
"French Defense, Tarrasch Variation, Chistyakov Defense, Modern Line"," 1.e4 e6 2.d4 d5 3.Nd2 c5 4.exd5 Qxd5 5.Ngf3 cxd4 6.Bc4 Qd6 7.O-O Nf6 8.Nb3 Nc6 9.Nbxd4 Nxd4 10.Nxd4 a6","C07","23.0%","36.0%","41.0%"
"French Defense, Tarrasch Variation, Closed Variation"," 1.e4 e6 2.d4 d5 3.Nd2 Nf6","C05","29.2%","44.7%","26.1%"
"French Defense, Tarrasch Variation, Closed Variation"," 1.e4 e6 2.d4 d5 3.Nd2 Nf6 4.e5 Nfd7 5.Bd3 c5 6.c3 Nc6","C05","25.1%","49.0%","25.9%"
"French Defense, Tarrasch Variation, Closed Variation, Main Line"," 1.e4 e6 2.d4 d5 3.Nd2 Nf6 4.e5 Nfd7 5.Bd3 c5 6.c3 Nc6 7.Ne2 cxd4 8.cxd4","C06","40.0%","27.6%","32.4%"
"French Defense, Tarrasch Variation, Guimard Defense"," 1.e4 e6 2.d4 d5 3.Nd2 Nc6","C03","33.6%","35.6%","30.8%"
"French Defense, Tarrasch Variation, Guimard Defense, Main Line"," 1.e4 e6 2.d4 d5 3.Nd2 Nc6 4.Ngf3 Nf6","C04","29.1%","41.8%","29.1%"
"French Defense, Tarrasch Variation, Haberditz Variation"," 1.e4 e6 2.d4 d5 3.Nd2 f5","C03","20.6%","46.7%","32.7%"
"French Defense, Tarrasch Variation, Leningrad Variation"," 1.e4 e6 2.d4 d5 3.Nd2 Nf6 4.e5 Nfd7 5.Bd3 c5 6.c3 Nc6 7.Ne2 cxd4 8.cxd4 Nb6","C06","23.8%","48.9%","27.3%"
"French Defense, Tarrasch Variation, Modern System"," 1.e4 e6 2.d4 d5 3.Nd2 a6","C03","28.3%","31.7%","40.0%"
"French Defense, Tarrasch Variation, Morozevich Variation"," 1.e4 e6 2.d4 d5 3.Nd2 Be7","C03","29.1%","35.3%","35.5%"
"French Defense, Tarrasch Variation, Open System"," 1.e4 e6 2.d4 d5 3.Nd2 c5","C07","24.3%","31.8%","43.9%"
"French Defense, Tarrasch Variation, Open System, Advance Line"," 1.e4 e6 2.d4 d5 3.Nd2 c5 4.exd5 exd5 5.Ngf3 c4","C08","30.3%","31.2%","38.5%"
"French Defense, Tarrasch Variation, Open System, Euwe-Keres Line"," 1.e4 e6 2.d4 d5 3.Nd2 c5 4.Ngf3","C07","37.5%","22.9%","39.6%"
"French Defense, Tarrasch Variation, Open System, Main Line"," 1.e4 e6 2.d4 d5 3.Nd2 c5 4.exd5 exd5 5.Ngf3 Nc6","C09","16.6%","36.5%","47.0%"
"French Defense, Tarrasch Variation, Open System, Suechting Line"," 1.e4 e6 2.d4 d5 3.Nd2 c5 4.c3","C07","33.2%","41.9%","24.9%"
"French Defense, Tarrasch Variation, Pawn Center Variation"," 1.e4 e6 2.d4 d5 3.Nd2 Nf6 4.e5 Nfd7 5.f4","C05","45.3%","30.6%","24.1%"
"French Defense, Two Knights Variation"," 1.e4 e6 2.Nc3 d5 3.Nf3","C00","40.0%","32.9%","27.2%"
"French Defense, Winawer Variation"," 1.e4 e6 2.d4 d5 3.Nc3 Bb4","C15","28.8%","38.8%","32.4%"
"French Defense, Winawer Variation, Advance Variation"," 1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Bxc3+ 6.bxc3","C18","43.1%","27.9%","29.0%"
"French Defense, Winawer Variation, Advance Variation"," 1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5","C17","34.7%","40.0%","25.3%"
"French Defense, Winawer Variation, Advance Variation"," 1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Bxc3+ 6.bxc3 Ne7","C18","30.7%","41.7%","27.6%"
"French Defense, Winawer Variation, Advance Variation"," 1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3","C17","55.0%","23.0%","22.0%"
"French Defense, Winawer Variation, Advance Variation"," 1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Bxc3+ 6.bxc3 Ne7 7.a4","C19","40.9%","28.9%","30.2%"
"French Defense, Winawer Variation, Advance Variation, General"," 1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5","C16","41.1%","29.4%","29.5%"
"French Defense, Winawer Variation, Advance Variation, Moscow Variation"," 1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.Qg4","C17","46.9%","31.7%","21.3%"
"French Defense, Winawer Variation, Alekhine Gambit, Accepted"," 1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.Ne2 dxe4 5.a3 Bxc3+","C15","24.4%","58.5%","17.1%"
"French Defense, Winawer Variation, Alekhine Gambit, Kan Variation"," 1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.Ne2 dxe4 5.a3 Bxc3+ 6.Nxc3 Nc6","C15","30.4%","33.1%","36.5%"
"French Defense, Winawer Variation, Alekhine-Maroczy Gambit"," 1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.Ne2","C15","40.6%","28.7%","30.7%"
"French Defense, Winawer Variation, Bogoljubow Variation"," 1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.Bd2","C17","42.9%","28.1%","29.0%"
"French Defense, Winawer Variation, Bogoljubow Variation, Icelandic Defense"," 1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.Bd2 Ne7 6.f4","C17","36.4%","22.5%","41.1%"
"French Defense, Winawer Variation, Classical Variation"," 1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Bxc3+ 6.bxc3 Qc7","C18","28.1%","45.1%","26.8%"
"French Defense, Winawer Variation, Delayed Exchange Variation"," 1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.exd5","C01","35.0%","29.5%","35.5%"
"French Defense, Winawer Variation, Exchange Variation, Canal Attack"," 1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.exd5 exd5 5.Bd3 Ne7 6.Qh5","C01","49.2%","21.9%","28.9%"
"French Defense, Winawer Variation, Fingerslip Variation"," 1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.Bd2","C15","33.4%","41.1%","25.4%"
"French Defense, Winawer Variation, Fingerslip Variation, Kunin Double Gambit"," 1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.Bd2 dxe4 5.Qg4 Qxd4","C15","34.1%","35.6%","30.4%"
"French Defense, Winawer Variation, Fingerslip Variation, Main Line"," 1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.Bd2 dxe4 5.Qg4 Nf6 6.Qxg7 Rg8 7.Qh6","C15","42.4%","31.3%","26.4%"
"French Defense, Winawer Variation, Maroczy-Wallis Variation"," 1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 cxd4 6.axb4 dxc3","C18","25.4%","50.8%","23.8%"
"French Defense, Winawer Variation, Petrosian Variation"," 1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 Qd7","C16","27.8%","43.9%","28.3%"
"French Defense, Winawer Variation, Poisoned Pawn Variation, General"," 1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Bxc3+ 6.bxc3 Ne7 7.Qg4","C18","40.6%","28.4%","31.0%"
"French Defense, Winawer Variation, Poisoned Pawn Variation, Main Line"," 1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Bxc3+ 6.bxc3 Ne7 7.Qg4 Qc7 8.Qxg7 Rg8 9.Qxh7 cxd4 10.Ne2","C18","45.0%","31.9%","23.2%"
"French Defense, Winawer Variation, Poisoned Pawn Variation, Paoli Variation"," 1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Bxc3+ 6.bxc3 Ne7 7.Qg4 Qc7 8.Qxg7 Rg8 9.Qxh7 cxd4 10.Kd1","C18","31.0%","41.5%","27.5%"
"French Defense, Winawer Variation, Positional Variation"," 1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Bxc3+ 6.bxc3 Ne7 7.Nf3","C19","39.1%","30.9%","30.0%"
"French Defense, Winawer Variation, Retreat  Variation, Armenian Line"," 1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Ba5 6.b4 cxd4","C18","29.5%","40.7%","29.8%"
"French Defense, Winawer Variation, Retreat  Variation, General"," 1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Ba5","C18","33.2%","42.6%","24.2%"
"French Defense, Winawer Variation, Winckelmann-Riemer Gambit"," 1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.a3","C15","42.2%","35.2%","22.7%"
"French Defense, Wing Gambit"," 1.e4 e6 2.Nf3 d5 3.e5 c5 4.b4","C00","43.6%","38.0%","18.3%"
"Grob Opening, General"," 1.g4","A00","34.1%","46.9%","19.0%"
"Grob Opening, Grob Gambit, Fritz Gambit"," 1.g4 d5 2.Bg2 Bxg4 3.c4","A00","48.0%","35.8%","16.3%"
"Grob Opening, Keene Defense"," 1.g4 d5 2.h3 e5 3.Bg2 c6","A00","50.9%","28.8%","20.3%"
"Gruenfeld Defense, Botvinnik Variation"," 1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.e3 O-O 6.Qb3 e6","D95","35.1%","23.9%","41.0%"
"Gruenfeld Defense, Brinckmann Attack"," 1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Bf4","D82","34.5%","24.6%","40.8%"
"Gruenfeld Defense, Brinckmann Attack, GrÃ¼nfeld Gambit"," 1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Bf4 Bg7 5.e3 O-O","D83","24.0%","40.8%","35.2%"
"Gruenfeld Defense, Brinckmann Attack, GrÃ¼nfeld Gambit, Accepted"," 1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Bf4 Bg7 5.e3 O-O 6.cxd5 Nxd5 7.Nxd5 Qxd5 8.Bxc7","D84","33.8%","26.0%","40.2%"
"Gruenfeld Defense, Brinckmann Attack, GrÃ¼nfeld Gambit, Botvinnik Variation"," 1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Bf4 Bg7 5.e3 O-O 6.Rc1 c5 7.dxc5 Be6","D83","24.5%","32.9%","42.7%"
"Gruenfeld Defense, Brinckmann Attack, GrÃ¼nfeld Gambit, Capablanca Variation"," 1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Bf4 Bg7 5.e3 O-O 6.Rc1","D83","35.2%","25.7%","39.1%"
"Gruenfeld Defense, Exchange Variation"," 1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5","D85","26.8%","36.8%","36.5%"
"Gruenfeld Defense, Exchange Variation, Classical Variation"," 1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Bc4","D86","31.2%","31.6%","37.2%"
"Gruenfeld Defense, Exchange Variation, Modern Exchange Variation"," 1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Nf3","D85","35.4%","26.3%","38.3%"
"Gruenfeld Defense, Exchange Variation, Modern Exchange Variation, Kramnik's line"," 1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Nf3 c5 8.h3","D85","38.1%","30.5%","31.4%"
"Gruenfeld Defense, Exchange Variation, Modern Exchange Variation, Pawn Grab line"," 1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Nf3 c5 8.Rb1 O-O 9.Be2 Nc6 10.d5 Bxc3+","D85","23.3%","49.0%","27.7%"
"Gruenfeld Defense, Exchange Variation, Nadanian Attack"," 1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.Na4","D85","39.2%","26.6%","34.2%"
"Gruenfeld Defense, Exchange Variation, Seville Variation"," 1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Bc4 O-O 8.Ne2 c5 9.O-O Nc6 10.Be3 Bg4 11.f3 Na5 12.Bxf7+","D87","29.5%","26.1%","44.4%"
"Gruenfeld Defense, Exchange Variation, Simagin's Improved Variation"," 1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Bc4 O-O 8.Ne2 Nc6","D86","31.2%","35.2%","33.6%"
"Gruenfeld Defense, Exchange Variation, Sokolsky Variation"," 1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Bc4 O-O 8.Ne2 c5 9.O-O Nc6 10.Be3 cxd4 11.cxd4 Bg4 12.f3 Na5 13.Bd3 Be6 14.d5","D89","39.3%","28.5%","32.1%"
"Gruenfeld Defense, Exchange Variation, Spassky Variation"," 1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Bc4 O-O 8.Ne2 c5","D87","30.1%","38.5%","31.4%"
"Gruenfeld Defense, Exchange Variation, Spassky Variation"," 1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Bc4 O-O 8.Ne2 c5 9.O-O Nc6 10.Be3 cxd4 11.cxd4","D88","39.4%","26.1%","34.5%"
"Gruenfeld Defense, Exchange Variation, Spassky Variation"," 1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Bc4 O-O 8.Ne2 c5 9.O-O Nc6 10.Be3 cxd4 11.cxd4 Bg4 12.f3 Na5 13.Bd3 Be6","D89","27.7%","34.5%","37.8%"
"Gruenfeld Defense, Flohr Defense"," 1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.e3 O-O 6.Bd3 c6 7.O-O Bf5","D94","20.2%","34.9%","45.0%"
"Gruenfeld Defense, Flohr Variation"," 1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qa4+","D90","42.5%","22.6%","34.9%"
"Gruenfeld Defense, General"," 1.d4 Nf6 2.c4 g6 3.Nc3 d5","D80","29.8%","36.7%","33.5%"
"Gruenfeld Defense, Makogonov Variation"," 1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.e3 O-O 6.b4","D94","36.8%","24.2%","39.0%"
"Gruenfeld Defense, Opocensky Variation"," 1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.e3 O-O 6.Bd2","D94","27.3%","26.2%","46.5%"
"Gruenfeld Defense, Russian Variation"," 1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qb3","D96","46.4%","25.1%","28.5%"
"Gruenfeld Defense, Russian Variation, Accelerated Variation"," 1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Qb3","D81","40.2%","24.1%","35.7%"
"Gruenfeld Defense, Russian Variation, Byrne (Simagin) Variation"," 1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qb3 dxc4 6.Qxc4 O-O 7.e4 Nc6","D97","27.7%","36.6%","35.7%"
"Gruenfeld Defense, Russian Variation, Hungarian Variation"," 1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qb3 dxc4 6.Qxc4 O-O 7.e4 a6","D97","27.3%","37.1%","35.7%"
"Gruenfeld Defense, Russian Variation, Prins Variation"," 1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qb3 dxc4 6.Qxc4 O-O 7.e4 Na6","D97","30.1%","35.8%","34.1%"
"Gruenfeld Defense, Russian Variation, Smyslov Variation"," 1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qb3 dxc4 6.Qxc4 O-O 7.e4 Bg4","D98","28.4%","33.3%","38.2%"
"Gruenfeld Defense, Russian Variation, Smyslov Variation"," 1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qb3 dxc4 6.Qxc4 O-O 7.e4 Bg4 8.Be3 Nfd7 9.Qb3","D99","43.2%","20.7%","36.1%"
"Gruenfeld Defense, Russian Variation, Szabo (Boleslavsky)"," 1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qb3 dxc4 6.Qxc4 O-O 7.e4 c6","D97","19.7%","48.4%","31.9%"
"Gruenfeld Defense, Russian Variation, With e4"," 1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qb3 dxc4 6.Qxc4 O-O 7.e4","D97","47.2%","26.7%","26.1%"
"Gruenfeld Defense, Smyslov Defense"," 1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.e3 O-O 6.Bd3 c6 7.O-O Bg4","D94","14.8%","35.8%","49.4%"
"Gruenfeld Defense, Three Knights Variation"," 1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7","D90","31.4%","33.4%","35.1%"
"Gruenfeld Defense, Three Knights Variation, Burille Variation"," 1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.e3","D94","31.2%","36.1%","32.8%"
"Gruenfeld Defense, Three Knights Variation, Burille Variation, Reversed Tarrasch"," 1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.e3 c5 6.Be2 cxd4 7.exd4 Nc6 8.O-O O-O","D94","41.1%","22.1%","36.8%"
"Gruenfeld Defense, Three Knights Variation, Hungarian Attack"," 1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Bf4","D92","38.0%","25.8%","36.2%"
"Gruenfeld Defense, Three Knights Variation, Hungarian Variation"," 1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Bf4 O-O 6.e3","D93","32.3%","31.8%","35.9%"
"Gruenfeld Defense, Three Knights Variation, Paris Variation"," 1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.e3 O-O 6.Bd3","D94","25.3%","50.6%","24.1%"
"Gruenfeld Defense, Three Knights Variation, Petrosian System"," 1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Bg5","D91","33.6%","29.7%","36.6%"
